asset,global_task_id,suite,suite_task_id,teacher_demo,query_demo,query_fraction,query_position,noise_seed,full_mse,first5_mse,first5_time_mse,first5_dimension_mse,tau1_first5_mse,tau1_first5_time_mse,tau1_first5_dimension_mse,inference_first5_mse,inference_first5_actions,target_first5_actions,inference_first5_time_mse,inference_first5_dimension_mse,action_delta_mse_vs_source,action_delta_time_mse_vs_source,action_delta_dimension_mse_vs_source
S1000,43,libero_90,3,46,47,0.75,128,2026092102,0.04360095411539078,0.025847602635622025,"[0.01400869432836771,0.01817016303539276,0.017906755208969116,0.03265815228223801,0.0464942567050457]","[0.00935814157128334,0.003454612335190177,0.028383225202560425,0.030365675687789917,0.10147275775671005,0.006375433411449194,0.0015233717858791351]",0.023053128272294998,"[0.01353028230369091,0.015330178663134575,0.016078174114227295,0.029389867559075356,0.04093713313341141]","[0.0083722909912467,0.0033850353211164474,0.02594769559800625,0.03056732751429081,0.08542102575302124,0.006279527675360441,0.0013989823637530208]",0.034258272498846054,"[[[-0.026933923363685608,0.6184056997299194,-0.9458814263343811,-0.29649579524993896,-0.3124743103981018,0.1295357048511505,-1.0310813188552856],[-0.06749212741851807,0.5398156046867371,-0.9970201849937439,-0.31473207473754883,-0.37185487151145935,0.16132672131061554,-1.0140074491500854],[-0.10886700451374054,0.42503753304481506,-1.027809500694275,-0.28582388162612915,-0.4067801535129547,0.16544730961322784,-1.0253409147262573],[-0.10272053629159927,0.29722779989242554,-1.0516700744628906,-0.24125505983829498,-0.39239227771759033,0.1511003077030182,-1.0179698467254639],[-0.09131474047899246,0.1483565717935562,-1.0563771724700928,-0.16164180636405945,-0.3447437882423401,0.1227341890335083,-1.0245407819747925]]]","[[[-0.1285719871520996,0.6355130672454834,-0.7325583100318909,-0.29966557025909424,-0.3130718469619751,0.11150252819061279,-1.0],[-0.1285719871520996,0.5514010190963745,-0.7441861629486084,-0.28619760274887085,-0.13070160150527954,0.1256617307662964,-1.0],[-0.1285719871520996,0.41744470596313477,-0.7325583100318909,-0.29966557025909424,-0.06991147994995117,0.15044057369232178,-1.0],[-0.1285719871520996,0.32398688793182373,-0.718023419380188,-0.28619760274887085,0.0881427526473999,0.14690065383911133,-1.0],[-0.1285719871520996,0.3021799325942993,-0.6860466599464417,-0.326601505279541,0.1793278455734253,0.14690065383911133,-1.0]]]","[0.00820448063313961,0.018318189308047295,0.028879810124635696,0.04942553862929344,0.06646335124969482]","[0.003301146673038602,0.004972442518919706,0.08901397138834,0.006049477960914373,0.1354401558637619,0.0004848088719882071,0.0005459168460220098]",0.0,"[0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
S1000,43,libero_90,3,48,49,0.25,42,2026092101,0.06680119037628174,0.07746903598308563,"[0.04425887390971184,0.06963752210140228,0.08275754749774933,0.09173904359340668,0.09895218908786774]","[0.08605834096670151,0.00045524933375418186,0.008716939948499203,0.001541987992823124,0.42679429054260254,0.017617283388972282,0.0010990946320816875]",0.049865737557411194,"[0.029669389128684998,0.047777626663446426,0.05626145005226135,0.05601959675550461,0.059600621461868286]","[0.051681824028491974,0.00046427149209193885,0.0025822059251368046,0.00021994714916218072,0.2774271070957184,0.009256831370294094,0.007427989039570093]",0.04604481905698776,"[[[-0.595815896987915,0.031659774482250214,-0.7197165489196777,-0.2086755484342575,-0.18301862478256226,-0.05443330854177475,-1.025146245956421],[-0.5933408141136169,0.04434875398874283,-0.6989859342575073,-0.2230132818222046,-0.1926240772008896,-0.053199756890535355,-1.0086228847503662],[-0.5875993371009827,0.04708214849233627,-0.6704721450805664,-0.23147204518318176,-0.1870516538619995,-0.04573482275009155,-1.0081984996795654],[-0.5408008098602295,0.03874778747558594,-0.628474235534668,-0.2319258749485016,-0.17215445637702942,-0.06463924795389175,-1.0161315202713013],[-0.5369017124176025,0.04469351842999458,-0.6048282980918884,-0.2521166205406189,-0.16141904890537262,-0.06737461686134338,-1.0123724937438965]]]","[[[-0.6607145071029663,0.02180635929107666,-0.6162792444229126,-0.2659956216812134,-0.5683903098106384,0.09380340576171875,-1.0],[-0.778571605682373,0.02180635929107666,-0.6569769382476807,-0.2659956216812134,-0.6595754623413086,0.09734320640563965,-1.0],[-0.8321429491043091,0.02180635929107666,-0.6831396818161011,-0.2659956216812134,-0.6899704933166504,0.09734320640563965,-1.0],[-0.8892858028411865,0.02180635929107666,-0.6860466599464417,-0.2659956216812134,-0.6534964442253113,0.09026360511779785,-1.0],[-0.9571428298950195,0.02180635929107666,-0.6860466599464417,-0.2659956216812134,-0.6291804313659668,0.08318400382995605,-1.0]]]","[0.02705879881978035,0.03988742083311081,0.04789410158991814,0.05459276959300041,0.060791026800870895]","[0.07927364856004715,0.00041098982910625637,0.0045071011409163475,0.001535664894618094,0.21399462223052979,0.022354284301400185,0.00023744154896121472]",0.0,"[0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
S1000,43,libero_90,3,48,49,0.25,42,2026092102,0.0699182078242302,0.05519396439194679,"[0.03327089175581932,0.05451974272727966,0.06327150017023087,0.06101987138390541,0.063887819647789]","[0.06337179988622665,0.0005398774519562721,0.0034688946325331926,0.0004998420481570065,0.3068530559539795,0.0077548581175506115,0.0038693815004080534]",0.05162155255675316,"[0.02982993796467781,0.04925767332315445,0.061886321753263474,0.05669965595006943,0.06043418124318123]","[0.06220743805170059,0.0003037852293346077,0.002888764487579465,0.00041093328036367893,0.28257930278778076,0.008056879974901676,0.004903772380203009]",0.05040004476904869,"[[[-0.5193619132041931,0.013644423335790634,-0.8002713322639465,-0.1632010042667389,-0.13856476545333862,0.01613064855337143,-1.0197714567184448],[-0.5454319715499878,0.01862449198961258,-0.7958287000656128,-0.19606754183769226,-0.1567607820034027,0.026886790990829468,-1.0112520456314087],[-0.5628806948661804,0.010243582539260387,-0.7940018773078918,-0.20417214930057526,-0.1724868267774582,0.03377033770084381,-1.0185428857803345],[-0.5413386821746826,0.00482909707352519,-0.7779445052146912,-0.20254075527191162,-0.16808903217315674,0.02808891236782074,-1.0120638608932495],[-0.5148493051528931,4.2285770177841187e-05,-0.753481388092041,-0.19318222999572754,-0.1528470814228058,0.017640337347984314,-1.0198934078216553]]]","[[[-0.6607145071029663,0.02180635929107666,-0.6162792444229126,-0.2659956216812134,-0.5683903098106384,0.09380340576171875,-1.0],[-0.778571605682373,0.02180635929107666,-0.6569769382476807,-0.2659956216812134,-0.6595754623413086,0.09734320640563965,-1.0],[-0.8321429491043091,0.02180635929107666,-0.6831396818161011,-0.2659956216812134,-0.6899704933166504,0.09734320640563965,-1.0],[-0.8892858028411865,0.02180635929107666,-0.6860466599464417,-0.2659956216812134,-0.6534964442253113,0.09026360511779785,-1.0],[-0.9571428298950195,0.02180635929107666,-0.6860466599464417,-0.2659956216812134,-0.6291804313659668,0.08318400382995605,-1.0]]]","[0.03652013838291168,0.048063892871141434,0.05156044661998749,0.05335124954581261,0.06250452250242233]","[0.09270551055669785,0.00019446833175607026,0.015683196485042572,0.0057214247062802315,0.23357515037059784,0.004640067927539349,0.00028052841662429273]",0.0,"[0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
S1000,43,libero_90,3,48,49,0.75,128,2026092101,0.09553767740726471,0.07436100393533707,"[0.0873451754450798,0.07873749732971191,0.07502123713493347,0.06725092232227325,0.06345020979642868]","[0.01202248316258192,0.0028510158881545067,0.03479304164648056,0.08586182445287704,0.3304472863674164,0.05432537943124771,0.00022600439842790365]",0.036896925419569016,"[0.047653928399086,0.03710470348596573,0.03605714067816734,0.03389987349510193,0.02976897545158863]","[0.008300021290779114,0.0027450595516711473,0.022072721272706985,0.10022633522748947,0.10356974601745605,0.01900937408208847,0.0023552104830741882]",0.05727868899703026,"[[[-0.15097194910049438,0.9103162288665771,-0.6079515218734741,-0.3104509711265564,-0.5762759447097778,-0.03205827996134758,-1.0264523029327393],[-0.15534695982933044,0.9145140647888184,-0.6515319347381592,-0.3103596270084381,-0.608103334903717,-0.033190567046403885,-1.021316409111023],[-0.16522260010242462,0.8922579884529114,-0.6830846071243286,-0.29829540848731995,-0.6300539374351501,-0.02779208868741989,-1.0170142650604248],[-0.1478692591190338,0.8597116470336914,-0.7144554257392883,-0.28179726004600525,-0.6340129971504211,-0.04092734307050705,-1.021519660949707],[-0.17076101899147034,0.8099055886268616,-0.7549903392791748,-0.2766849398612976,-0.6294169425964355,-0.03598083555698395,-1.0226397514343262]]]","[[[-0.0928577184677124,0.878503680229187,-0.46802353858947754,-0.2659956216812134,-0.06991147994995117,0.22831642627716064,-1.0],[-0.10357201099395752,0.8504661321640015,-0.534883975982666,-0.2659956216812134,-0.06991147994995117,0.22831642627716064,-1.0],[-0.1285719871520996,0.788161039352417,-0.6279071569442749,-0.2659956216812134,-0.06991147994995117,0.2389359474182129,-1.0],[-0.1285719871520996,0.7165099382400513,-0.6715118885040283,-0.2659956216812134,-0.06991147994995117,0.2424757480621338,-1.0],[-0.1285719871520996,0.5638620853424072,-0.7558141350746155,-0.2659956216812134,-0.06991147994995117,0.235396146774292,-1.0]]]","[0.050120726227760315,0.05440692603588104,0.05735145881772041,0.06028055399656296,0.06423380970954895]","[0.001910695107653737,0.019398897886276245,0.007615193258970976,0.0010703345760703087,0.2982143759727478,0.07225751131772995,0.0004838505410589278]",0.0,"[0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
S1000,43,libero_90,3,48,49,0.75,128,2026092102,0.11629782617092133,0.04103001207113266,"[0.04870305955410004,0.045958079397678375,0.03912537544965744,0.03790183737874031,0.03346170857548714]","[0.009952986612915993,0.0010922264773398638,0.022278238087892532,0.10666084289550781,0.128310427069664,0.0171150341629982,0.0018003277946263552]",0.03565303608775139,"[0.0417780838906765,0.03872748836874962,0.03424489125609398,0.03307795524597168,0.030436772853136063]","[0.006596572231501341,0.0013791032833978534,0.018444471061229706,0.10281949490308762,0.10077090561389923,0.016666194424033165,0.002894524484872818]",0.0418640673160553,"[[[-0.10314866155385971,0.8712551593780518,-0.7717754244804382,-0.35076743364334106,-0.44100531935691833,0.15423879027366638,-1.0295219421386719],[-0.13133995234966278,0.8330028057098389,-0.8474552035331726,-0.3782293200492859,-0.5159042477607727,0.18952733278274536,-1.0183801651000977],[-0.16563668847084045,0.7667832374572754,-0.9057912826538086,-0.34900566935539246,-0.5603533387184143,0.2008236050605774,-1.0304204225540161],[-0.16140472888946533,0.6817689538002014,-0.9561031460762024,-0.3003467321395874,-0.5526077151298523,0.1978992223739624,-1.0218148231506348],[-0.15383782982826233,0.5673921704292297,-1.0016186237335205,-0.22940294444561005,-0.5110582709312439,0.18370835483074188,-1.0312693119049072]]]","[[[-0.0928577184677124,0.878503680229187,-0.46802353858947754,-0.2659956216812134,-0.06991147994995117,0.22831642627716064,-1.0],[-0.10357201099395752,0.8504661321640015,-0.534883975982666,-0.2659956216812134,-0.06991147994995117,0.22831642627716064,-1.0],[-0.1285719871520996,0.788161039352417,-0.6279071569442749,-0.2659956216812134,-0.06991147994995117,0.2389359474182129,-1.0],[-0.1285719871520996,0.7165099382400513,-0.6715118885040283,-0.2659956216812134,-0.06991147994995117,0.2424757480621338,-1.0],[-0.1285719871520996,0.5638620853424072,-0.7558141350746155,-0.2659956216812134,-0.06991147994995117,0.235396146774292,-1.0]]]","[0.03481137007474899,0.044589314609766006,0.046978894621133804,0.0457022450864315,0.03723851591348648]","[0.0007934211753308773,0.0004067833651788533,0.0817195251584053,0.005838470999151468,0.20095191895961761,0.0026206669863313437,0.0007176868384703994]",0.0,"[0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
S1000,51,libero_90,11,46,47,0.25,20,2026092101,0.042482271790504456,0.04166306182742119,"[0.028980597853660583,0.021239323541522026,0.03364281356334686,0.05495215207338333,0.06950043886899948]","[0.14619214832782745,0.02199714444577694,0.020695338025689125,0.009660055860877037,0.08831422030925751,0.004515533335506916,0.00026700180023908615]",0.025265347212553024,"[0.015176978893578053,0.01456307340413332,0.02082948014140129,0.03343510255217552,0.042322102934122086]","[0.09664218127727509,0.008978091180324554,0.018855644389986992,0.00954203400760889,0.04080524295568466,0.0011879963567480445,0.0008462425321340561]",0.020574495196342468,"[[[0.6791219115257263,-0.4581886827945709,-0.05276672914624214,-0.24700060486793518,-0.15859070420265198,-0.0861407071352005,-1.0302059650421143],[0.6929959058761597,-0.43599316477775574,-0.07029404491186142,-0.25557199120521545,-0.17434673011302948,-0.09413664042949677,-1.0133397579193115],[0.6978887319564819,-0.42629462480545044,-0.08380137383937836,-0.2549365162849426,-0.18701590597629547,-0.0948847159743309,-1.010541558265686],[0.7193740606307983,-0.4136900007724762,-0.09287262707948685,-0.24976226687431335,-0.19836615025997162,-0.10730372369289398,-1.0191923379898071],[0.700247585773468,-0.4009239077568054,-0.1170947402715683,-0.25639718770980835,-0.2005143165588379,-0.10597346723079681,-1.0141996145248413]]]","[[[0.9107130765914917,-0.6728973388671875,-0.017442405223846436,-0.19192183017730713,-0.06991147994995117,-0.02655029296875,-1.0],[0.9499987363815308,-0.5607479214668274,-0.017442405223846436,-0.2659956216812134,-0.051674485206604004,-0.015930891036987305,-1.0],[0.9749988317489624,-0.47663581371307373,-0.017442405223846436,-0.2659956216812134,-0.02127939462661743,-0.008851230144500732,-1.0],[0.985713005065918,-0.4205610752105713,-0.04651212692260742,-0.2659956216812134,0.08206379413604736,-0.0017716288566589355,-1.0],[0.9821414947509766,-0.39563894271850586,-0.09593069553375244,-0.2659956216812134,0.14893293380737305,0.008847832679748535,-1.0]]]","[0.01662045530974865,0.015122676268219948,0.01697593368589878,0.023363256826996803,0.030790157616138458]","[0.06937511265277863,0.012854588218033314,0.0022083658259361982,0.0007240558043122292,0.0502270832657814,0.008277974091470242,0.00035428974661044776]",0.0,"[0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
S1000,51,libero_90,11,46,47,0.25,20,2026092102,0.020752741023898125,0.02577601931989193,"[0.017034560441970825,0.012773646041750908,0.020864028483629227,0.032301560044288635,0.04590630158782005]","[0.09134092926979065,0.008812395855784416,0.01292795967310667,0.009780826047062874,0.055937256664037704,0.0007951059378683567,0.0008376575424335897]",0.025352096185088158,"[0.018028825521469116,0.013411433435976505,0.021468915045261383,0.0319422110915184,0.0419091060757637]","[0.09361081570386887,0.009872791357338428,0.017031678929924965,0.010912078432738781,0.04430834576487541,0.0006248721620067954,0.0011041088728234172]",0.022564303129911423,"[[[0.7119690179824829,-0.5425044894218445,-0.13793453574180603,-0.23347187042236328,-0.14739453792572021,-0.015481308102607727,-1.02627694606781],[0.6998599171638489,-0.5271700620651245,-0.18922460079193115,-0.24859002232551575,-0.1686631143093109,-0.006937995553016663,-1.0147265195846558],[0.6943615674972534,-0.5246025323867798,-0.21886664628982544,-0.24007247388362885,-0.19011591374874115,-0.003193289041519165,-1.0265930891036987],[0.7001725435256958,-0.5136223435401917,-0.2553534507751465,-0.2337038815021515,-0.19520336389541626,-0.01183316670358181,-1.0193448066711426],[0.7092892527580261,-0.5041499137878418,-0.28405219316482544,-0.221197247505188,-0.18825839459896088,-0.020794138312339783,-1.0273492336273193]]]","[[[0.9107130765914917,-0.6728973388671875,-0.017442405223846436,-0.19192183017730713,-0.06991147994995117,-0.02655029296875,-1.0],[0.9499987363815308,-0.5607479214668274,-0.017442405223846436,-0.2659956216812134,-0.051674485206604004,-0.015930891036987305,-1.0],[0.9749988317489624,-0.47663581371307373,-0.017442405223846436,-0.2659956216812134,-0.02127939462661743,-0.008851230144500732,-1.0],[0.985713005065918,-0.4205610752105713,-0.04651212692260742,-0.2659956216812134,0.08206379413604736,-0.0017716288566589355,-1.0],[0.9821414947509766,-0.39563894271850586,-0.09593069553375244,-0.2659956216812134,0.14893293380737305,0.008847832679748535,-1.0]]]","[0.01136612705886364,0.015356151387095451,0.021649543195962906,0.030314821749925613,0.0341348871588707]","[0.06736152619123459,0.008173121139407158,0.03272072225809097,0.001150204217992723,0.04775416478514671,0.0002430575987091288,0.0005473485216498375]",0.0,"[0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
S1000,51,libero_90,11,46,47,0.75,61,2026092101,0.026192381978034973,0.05129601061344147,"[0.05398433655500412,0.055327944457530975,0.05309225246310234,0.04843251779675484,0.045642998069524765]","[0.008494972251355648,0.12109450250864029,0.17798234522342682,0.0035403359215706587,0.006165201310068369,0.04170411825180054,9.058217256097123e-05]",0.022037938237190247,"[0.02414957620203495,0.023454450070858,0.02284764125943184,0.021588807925581932,0.018149223178625107]","[0.012503156438469887,0.05328250676393509,0.06405585259199142,0.007320750504732132,0.0006854312377981842,0.016323065385222435,9.481230517849326e-05]",0.0314982570707798,"[[[-0.3495925962924957,1.1114728450775146,-0.7332872748374939,-0.20610228180885315,-0.20179004967212677,-0.06277267634868622,-1.028307557106018],[-0.3340376913547516,1.1340781450271606,-0.7297009825706482,-0.21589837968349457,-0.20362600684165955,-0.06093825772404671,-1.0134060382843018],[-0.3254545331001282,1.1350526809692383,-0.7189939618110657,-0.2202245593070984,-0.1989763379096985,-0.05202680081129074,-1.011016845703125],[-0.2884919047355652,1.1345915794372559,-0.7057753801345825,-0.22095531225204468,-0.1978699415922165,-0.06671520322561264,-1.0178561210632324],[-0.2901620864868164,1.1251994371414185,-0.7023012042045593,-0.23442941904067993,-0.19089116156101227,-0.0601571723818779,-1.021061658859253]]]","[[[-0.35000038146972656,0.8006221055984497,-0.4505816698074341,-0.15151792764663696,-0.13678061962127686,0.14690065383911133,-1.0],[-0.3607146739959717,0.7943915128707886,-0.4476747512817383,-0.14478391408920288,-0.13070160150527954,0.14690065383911133,-1.0],[-0.3607146739959717,0.8224289417266846,-0.45639562606811523,-0.18518781661987305,-0.11854356527328491,0.15752017498016357,-1.0],[-0.36785751581192017,0.8566968441009521,-0.4738374948501587,-0.23232567310333252,-0.08814853429794312,0.18229877948760986,-1.0],[-0.3750004172325134,0.8722730875015259,-0.4825584292411804,-0.25252771377563477,-0.08814853429794312,0.1893784999847412,-1.0]]]","[0.0326458178460598,0.03562706336379051,0.031380441039800644,0.030259208753705025,0.027578772976994514]","[0.003090309677645564,0.09018920361995697,0.06610024720430374,0.0019442252814769745,0.007721692323684692,0.05106917768716812,0.0003729690215550363]",0.0,"[0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
S1000,51,libero_90,11,46,47,0.75,61,2026092102,0.011592592112720013,0.022147508338093758,"[0.02390865609049797,0.024366183206439018,0.021965282037854195,0.021208908408880234,0.019288521260023117]","[0.0122608607634902,0.051172222942113876,0.07254936546087265,0.007981458678841591,0.0009612381691113114,0.010035181418061256,7.223908323794603e-05]",0.019332678988575935,"[0.01828627660870552,0.021829186007380486,0.018455302342772484,0.019224068149924278,0.018868571147322655]","[0.00881356094032526,0.04423899948596954,0.0587303452193737,0.008949308656156063,0.0011243252083659172,0.013364458456635475,0.00010775832197396085]",0.034807704389095306,"[[[-0.3070675730705261,1.0668644905090332,-0.8737083673477173,-0.20043566823005676,-0.09763343632221222,0.12853822112083435,-1.0248502492904663],[-0.3166373074054718,1.078512191772461,-0.8923777341842651,-0.2266264110803604,-0.11633195728063583,0.15001142024993896,-1.0108566284179688],[-0.3257322907447815,1.0628209114074707,-0.8948673009872437,-0.22253943979740143,-0.12845724821090698,0.1537259966135025,-1.0285791158676147],[-0.29857105016708374,1.0395604372024536,-0.8901442289352417,-0.2137216031551361,-0.12752094864845276,0.14922362565994263,-1.021651268005371],[-0.27285659313201904,1.0211822986602783,-0.8873522877693176,-0.1869851052761078,-0.12039434909820557,0.13679459691047668,-1.031536340713501]]]","[[[-0.35000038146972656,0.8006221055984497,-0.4505816698074341,-0.15151792764663696,-0.13678061962127686,0.14690065383911133,-1.0],[-0.3607146739959717,0.7943915128707886,-0.4476747512817383,-0.14478391408920288,-0.13070160150527954,0.14690065383911133,-1.0],[-0.3607146739959717,0.8224289417266846,-0.45639562606811523,-0.18518781661987305,-0.11854356527328491,0.15752017498016357,-1.0],[-0.36785751581192017,0.8566968441009521,-0.4738374948501587,-0.23232567310333252,-0.08814853429794312,0.18229877948760986,-1.0],[-0.3750004172325134,0.8722730875015259,-0.4825584292411804,-0.25252771377563477,-0.08814853429794312,0.1893784999847412,-1.0]]]","[0.036663517355918884,0.041065763682127,0.036227721720933914,0.03071572259068489,0.02936580404639244]","[0.004048756789416075,0.05300217866897583,0.18124474585056305,0.003025645622983575,0.0008854498155415058,0.0008440568344667554,0.0006030970835126936]",0.0,"[0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
S1000,51,libero_90,11,48,49,0.25,22,2026092101,0.18795786798000336,0.03712192922830582,"[0.03099403716623783,0.02355729602277279,0.02858918160200119,0.06260174512863159,0.03986739367246628]","[0.11828477680683136,0.04613948240876198,0.009379349648952484,0.044994186609983444,0.040552668273448944,0.0003645640972536057,0.0001384764036629349]",0.01896032504737377,"[0.012162200175225735,0.011319988407194614,0.015610955655574799,0.0332743301987648,0.022434154525399208]","[0.07797551155090332,0.01917479746043682,0.000967752595897764,0.017021607607603073,0.01690816506743431,4.998843724024482e-05,0.0006244522519409657]",0.019544409587979317,"[[[0.4254087209701538,-0.3127571642398834,-0.32842981815338135,-0.21584045886993408,-0.3187757730484009,-0.11316147446632385,-1.029130458831787],[0.43200066685676575,-0.2699267864227295,-0.34439539909362793,-0.22888518869876862,-0.3485725522041321,-0.11724487692117691,-1.0153717994689941],[0.42724713683128357,-0.24595418572425842,-0.3485530912876129,-0.2278711050748825,-0.3713754117488861,-0.1165960431098938,-1.011820673942566],[0.44494307041168213,-0.22254005074501038,-0.34857165813446045,-0.22448498010635376,-0.38525304198265076,-0.12872214615345,-1.0225478410720825],[0.42025628685951233,-0.1977493017911911,-0.36231327056884766,-0.22951725125312805,-0.38629424571990967,-0.12489315122365952,-1.0158121585845947]]]","[[[0.5499989986419678,-0.5420563220977783,-0.41569799184799194,-0.2659956216812134,-0.1854127049446106,-0.040709614753723145,-1.0],[0.6107132434844971,-0.4018694758415222,-0.41569799184799194,-0.2659956216812134,-0.16109663248062134,-0.040709614753723145,-1.0],[0.6499989032745361,-0.30218106508255005,-0.4215119481086731,-0.29293161630630493,-0.15501761436462402,-0.040709614753723145,-1.0],[0.710713267326355,-0.14641791582107544,-0.43895381689071655,-0.47474920749664307,-0.11854356527328491,-0.040709614753723145,-1.0],[0.557141900062561,-0.11215001344680786,-0.4186049699783325,-0.5151530504226685,-0.22796571254730225,-0.040709614753723145,-1.0]]]","[0.014587954618036747,0.013864208944141865,0.016434980556368828,0.032374005764722824,0.02046089805662632]","[0.03729014843702316,0.017254050821065903,0.00587209640070796,0.030469117686152458,0.03918909654021263,0.00633974839001894,0.000396606745198369]",0.0,"[0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
S1000,51,libero_90,11,48,49,0.25,22,2026092102,0.1407347321510315,0.01905853860080242,"[0.014163956977427006,0.010978092439472675,0.01504302304238081,0.03404784947633743,0.021059783175587654]","[0.0735706090927124,0.019553903490304947,0.001691934885457158,0.017043525353074074,0.020686818286776543,0.00019910912669729441,0.000663886487018317]",0.01813104934990406,"[0.014142358675599098,0.01137950923293829,0.01464075781404972,0.03113202005624771,0.019360598176717758]","[0.07336436957120895,0.01952124387025833,0.0011406601406633854,0.015614807605743408,0.01618446223437786,0.0002100450947182253,0.0008817547932267189]",0.019365135580301285,"[[[0.4771939516067505,-0.3484365940093994,-0.4551938474178314,-0.21094566583633423,-0.2827532887458801,0.0032462775707244873,-1.026387095451355],[0.4414675235748291,-0.31136882305145264,-0.4926431179046631,-0.23130527138710022,-0.3218323588371277,0.015348926186561584,-1.01622474193573],[0.4135971665382385,-0.2943088412284851,-0.5180953741073608,-0.22636102139949799,-0.3585183024406433,0.019628271460533142,-1.0270990133285522],[0.41260826587677,-0.27899783849716187,-0.5368335247039795,-0.21648560464382172,-0.36701181530952454,0.010697484947741032,-1.0200687646865845],[0.4182037115097046,-0.26960289478302,-0.5448040962219238,-0.1955636441707611,-0.36060789227485657,-0.0015499144792556763,-1.0284303426742554]]]","[[[0.5499989986419678,-0.5420563220977783,-0.41569799184799194,-0.2659956216812134,-0.1854127049446106,-0.040709614753723145,-1.0],[0.6107132434844971,-0.4018694758415222,-0.41569799184799194,-0.2659956216812134,-0.16109663248062134,-0.040709614753723145,-1.0],[0.6499989032745361,-0.30218106508255005,-0.4215119481086731,-0.29293161630630493,-0.15501761436462402,-0.040709614753723145,-1.0],[0.710713267326355,-0.14641791582107544,-0.43895381689071655,-0.47474920749664307,-0.11854356527328491,-0.040709614753723145,-1.0],[0.557141900062561,-0.11215001344680786,-0.4186049699783325,-0.5151530504226685,-0.22796571254730225,-0.040709614753723145,-1.0]]]","[0.008497598581016064,0.010457176715135574,0.01649932935833931,0.035358067601919174,0.026013510301709175]","[0.039600174874067307,0.017621958628296852,0.008463098667562008,0.035500604659318924,0.031210822984576225,0.0025783025193959475,0.0005809834692627192]",0.0,"[0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
S1000,51,libero_90,11,48,49,0.75,68,2026092101,0.07391785830259323,0.027189696207642555,"[0.02696971967816353,0.02806120179593563,0.027082785964012146,0.026848262175917625,0.026986515149474144]","[0.10205388069152832,0.0006896869745105505,0.00041443886584602296,0.014377019368112087,0.011335558257997036,0.061367690563201904,8.958260150393471e-05]",0.012135859578847885,"[0.011938084848225117,0.011510748416185379,0.011789785698056221,0.011591535061597824,0.013849151320755482]","[0.05883140489459038,0.000999994808807969,0.004121411591768265,0.00040058387094177306,0.0010937447659671307,0.019463904201984406,3.997903331764974e-05]",0.013148942030966282,"[[[-0.2558099031448364,1.106839895248413,-0.7204415798187256,-0.17415456473827362,-0.20345446467399597,-0.09140210598707199,-1.0309250354766846],[-0.24321019649505615,1.1316145658493042,-0.7127404808998108,-0.18376457691192627,-0.2037326544523239,-0.08746585249900818,-1.0179646015167236],[-0.23960620164871216,1.143008828163147,-0.7066696286201477,-0.18651866912841797,-0.1990191489458084,-0.07791578769683838,-1.015721082687378],[-0.20801138877868652,1.1480190753936768,-0.6930369734764099,-0.18723246455192566,-0.1951027512550354,-0.08906819671392441,-1.0232763290405273],[-0.21693411469459534,1.1406821012496948,-0.6884979605674744,-0.1988476812839508,-0.18787351250648499,-0.08013488352298737,-1.0224406719207764]]]","[[[-0.10000056028366089,1.0996873378753662,-0.7296513319015503,-0.24579370021820068,-0.06991147994995117,0.14690065383911133,-1.0],[-0.10000056028366089,1.1059176921844482,-0.7267443537712097,-0.2659956216812134,-0.06991147994995117,0.13982105255126953,-1.0],[-0.10000056028366089,1.1090331077575684,-0.7267443537712097,-0.2659956216812134,-0.06991147994995117,0.13628125190734863,-1.0],[-0.09642910957336426,1.1121485233306885,-0.7267443537712097,-0.2659956216812134,-0.06991147994995117,0.13274145126342773,-1.0],[-0.0928577184677124,1.1121485233306885,-0.7267443537712097,-0.2659956216812134,-0.06991147994995117,0.12920165061950684,-1.0]]]","[0.015017570927739143,0.014002509415149689,0.012879998423159122,0.012355898506939411,0.011488738469779491]","[0.01842416822910309,0.0007933398592285812,0.0006565793300978839,0.005784635432064533,0.016399705782532692,0.04946984723210335,0.0005143216694705188]",0.0,"[0.0,0.0,0.0,0.0,0.0]","[0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
